;question;answer
10;[<p>Чему равна температура газа, если при концентрации 2,65·10<sup>25</sup> м<sup>-3</sup> он создает давление 98,8 кПа?</p>, <p><em>Задача №4.1.11 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(n=2,65 \cdot 10^{25}\) м<sup>-3</sup>, \(p=98,8\) кПа, \(T-?\)</p>, <p>Воспользуемся формулой связи давления \(p\) с концентрацией молекул \(n\) и абсолютной температурой газа \(T\):</p>, <p>\[p = nkT\]</p>, <p>В этой формуле \(k\) – это постоянная Больцмана, равная 1,38·10<sup>-23</sup> Дж/К.</p>, <p>Из этой формулы выразим искомую температуру \(T\):</p>, <p>\[T = \frac{p}{{nk}}\]</p>, <p>Посчитаем численный ответ задачи:</p>, <p>\[T = \frac{{98,8 \cdot {{10}^3}}}{{2,65 \cdot {{10}^{25}} \cdot 1,38 \cdot {{10}^{ – 23}}}} = 270,2\;К \approx  – 3^\circ\;C \]</p>]"
11;[<p>Определить число молекул, содержащихся в 1 г воды.</p>, <p><em>Задача №4.1.12 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=1\) г, \(N-?\)</p>, <p>В одном моле любого вещества содержится одинаковое число молекул, равное числу Авогадро \(N_А\). Поэтому, чтобы определить число молекул \(N\), нужно количество вещества \(\nu\) умножить на число Авогадро \(N_А\), т.е. применить такую формулу:</p>, <p>\[N = \nu {N_А}\]</p>, <p>Число Авогадро \(N_А\) равно 6,022·10<sup>23</sup> 1/моль (это физическая постоянная).</p>, <p>Количество вещества легко определить по формуле:</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Здесь \(M\) – это молярная масса воды, равная 0,018 кг/моль. Итоговая формула примет вид:</p>, <p>\[N = \frac{m}{M}{N_А}\]</p>, <p>Переведем массу воды \(m\) в систему СИ:</p>, <p>\[1\;г = 0,001\;кг\]</p>, <p>Произведем вычисления:</p>, <p>\[N = \frac{{0,001}}{{0,018}} \cdot 6,022 \cdot {10^{23}} = 3,35 \cdot {10^{22}}\]</p>]"
12;[<p>Определить количество вещества, содержащегося в медной отливке массой 96 кг.</p>, <p><em>Задача №4.1.13 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=96\) кг, \(\nu-?\)</p>, <p>Чтобы определить количество вещества \(\nu\), нужно найти отношение массы вещества \(m\) к молярной массе вещества \(M\).</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Молярная масса меди (Cu) равна 0,064 кг/моль. Посчитаем ответ:</p>, <p>\[\nu  = \frac{{96}}{{0,064}} = 1500\;моль\]</p>]"
13;[<p>В комнате размером 4x5x2,7 м<sup>3</sup> испарился кристаллик йода массой 20 мг. Сколько молекул йода оказалось в 1 см<sup>3</sup> воздуха комнаты при условии их равномерного распределения? Молярная масса йода равна 127 г/моль.</p>, <p><em>Задача №4.1.14 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(a=4\) м, \(b=5\) м, \(c=2,7\) м, \(m=20\) мг, \(V_0=1\) см<sup>3</sup>, \(M_0=127\) г/моль, \(N_0-?\)</p>, <p>В случае равномерного распределения молекул йода по объему комнаты число его молекул \(N_0\) в объеме \(V_0\) можно определить через концентрацию \(n\) по формуле:</p>, <p>\[{N_0} = n \cdot {V_0}\;\;\;\;(1)\]</p>, <p>Концентрация молекул \(n\) равна отношению количества всех молекул йода \(N\) к объему комнаты \(V\):</p>, <p>\[n = \frac{N}{V}\]</p>, <p>Объем комнаты \(V\) легко найти как объем прямоугольного параллелепипеда:</p>, <p>\[V = abc\]</p>, <p>Число всех молекул \(N\) найдем как произведение количества вещества \(\nu\) на число Авогадро \(N_А\):</p>, <p>\[N = \nu {N_А}\]</p>, <p>Количество вещества \(\nu\) равно отношению массу всего йода \(m\) к молярной массе йода \(M\). Учитывая, что молярная масса \(M\) молекулярного йода I<sub>2</sub> в два раза больше молярной массы \(M_0\) атомарного йода I, указанной в условии, имеем:</p>, <p>\[\nu  = \frac{m}{2M}\]</p>, <p>В итоге, если подставить все приведенные формулы в формулу (1), получим:</p>, <p>\[{N_0} = \frac{{m{N_А}{V_0}}}{{2Mabc}}\]</p>, <p>Число Авогадро равно 6,022·10<sup>23</sup> моль<sup>-1</sup>. Переведем некоторые величины в систему СИ:</p>, <p>\[20\;мг = 20 \cdot {10^{ – 6}}\;кг\]</p>, <p>\[1\;см^3 = {10^{ – 6}}\;м^3\]</p>, <p>\[127\;г/моль = 0,127\;кг/моль\]</p>, <p>Посчитаем численный ответ:</p>, <p>\[{N_0} = \frac{{20 \cdot {{10}^{ – 6}} \cdot 6,022 \cdot {{10}^{23}} \cdot {{10}^{ – 6}}}}{{2 \cdot 0,127 \cdot 4 \cdot 5 \cdot 2,7}} = 8,8 \cdot {10^{11}}\]</p>]"
14;[<p>В лабораторных условиях создан высокий вакуум, то есть очень малое давление, равное 1,33 нПа. Сколько молекул остается при этом в 1 м<sup>3</sup> газа? Температуру принять равной 293 К.</p>, <p><em>Задача №4.1.15 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(p=1,33\) нПа, \(V=1\) м<sup>3</sup>, \(T=293\) К, \(N-?\)</p>, <p>Вспомним формулу связи давления идеального газа \(p\) с концентрацией его молекул \(n\) и абсолютной температурой \(T\):</p>, <p>\[p = nkT\;\;\;\;(1)\]</p>, <p>Присутствующая в формуле постоянная Больцмана \(k\) равна 1,38·10<sup>-23</sup> Дж/К.</p>, <p>Концентрация \(n\) равна отношению количества всех молекул газа \(N\) на объем \(V\), который газ занимает:</p>, <p>\[n = \frac{N}{V}\]</p>, <p>Тогда формула (1) станет такой:</p>, <p>\[p = \frac{N}{V}kT\]</p>, <p>Откуда искомое число молекул \(N\) равно:</p>, <p>\[N = \frac{{pV}}{{kT}}\]</p>, <p>\[N = \frac{{1,33 \cdot {{10}^{ – 9}} \cdot 1}}{{1,38 \cdot {{10}^{ – 23}} \cdot 293}} = 3,3 \cdot {10^{11}}\]</p>, <p>Число молекул газа \(N\) – это безразмерная величина.</p>]"
15;[<p>Определить молярную массу газа, если его плотность при нормальных условиях равна 0,09 кг/м<sup>3</sup>.</p>, <p><em>Задача №4.1.16 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\rho=0,09\) кг/м<sup>3</sup>, \(M-?\)</p>, <p>Запишем уравнение Клапейрона-Менделеева:</p>, <p>\[pV = \frac{m}{M}RT\;\;\;\;(1)\]</p>, <p>Плотность газа \(\rho\), как и любого другого вещества, находят по формуле:</p>, <p>\[\rho  = \frac{m}{V}\]</p>, <p>Тогда формула (1) примет следующий вид:</p>, <p>\[p = \frac{\rho }{M}RT\]</p>, <p>Выразим отсюда искомую молярную массу газа \(M\):</p>, <p>\[M = \frac{{\rho RT}}{p}\]</p>, <p>Напомним, что при нормальных условиях давление \(p\) равно 100 кПа, а температура \(T\) – 0° C или 273 К.</p>, <p>Универсальная газовая постоянная равна 8,31 Дж/(моль·К).</p>, <p>Считаем ответ:</p>, <p>\[M = \frac{{0,09 \cdot 8,31 \cdot 273}}{{100 \cdot {{10}^3}}} = 0,002\;кг/моль = 2\;г/моль\]</p>, <p>По полученной молярной массе легко догадаться, что это водород H<sub>2</sub>.</p>]"
16;[<p>Найти число молекул в 2 кг углекислого газа.</p>, <p><em>Задача №4.1.17 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(m=2\) кг, \(N-?\)</p>, <p>Число молекул \(N\) находят по следующей формуле:</p>, <p>\[N = \nu {N_А}\]</p>, <p>В этой формуле \(\nu\) – количество вещества, а \(N_А\) – число Авогадро, равное 6,022·10<sup>23</sup> моль<sup>-1</sup>.</p>, <p>Количество вещества \(\nu\) найдем по следующей известной формуле:</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Молярная масса \(M\) углекислого газа (CO<sub>2</sub>) равна 0,044 кг/моль.</p>, <p>В итоге Вы должны получить такую формулу:</p>, <p>\[N = \frac{m}{M}{N_А}\]</p>, <p>Посчитаем численный ответ:</p>, <p>\[N = \frac{2}{{0,044}} \cdot 6,022 \cdot {10^{23}} = 2,74 \cdot {10^{25}}\]</p>]
17;[<p>Во сколько раз масса молекулы углекислого газа CO<sub>2</sub> больше массы молекулы аммиака NH<sub>3</sub>?</p>, <p><em>Задача №4.1.18 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>В общем случае массу одной молекулы \(m\) можно найти по такой формуле:</p>, <p>\[m = \frac{M}{{{N_А}}}\]</p>, <p>В этой формуле \(M\) – молярная масса вещества (т.е. масса 1 моля вещества), а \(N_А\) – число Авогадро (количество молекул в 1 моле любого вещества).</p>, <p>Тогда отношение масс молекул углекислого газа и аммиака равно:</p>, <p>\[\frac{{{m_1}}}{{{m_2}}} = \frac{{{M_1} \cdot {N_А}}}{{{N_А} \cdot {M_2}}} = \frac{{{M_1}}}{{{M_2}}}\]</p>, <p>Молярная масса углекислого газа CO<sub>2</sub> \(M_1\) равно 0,044 кг/моль, а аммиака NH<sub>3</sub> \(M_2\) – 0,017 кг/моль.</p>, <p>Таким образом, отношение масс молекул равно:</p>, <p>\[\frac{{{m_1}}}{{{m_2}}} = \frac{{0,044}}{{0,017}} = 2,59\]</p>]
18;[<p>За 20 суток из стакана полностью испарилась 0,2 кг воды. Сколько в среднем молекул вылетало с поверхности воды за 1 с?</p>, <p><em>Задача №4.1.19 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(T=20\) сут, \(m=0,2\) кг, \(t_0=1\) с, \(N_0-?\)</p>, <p>Если скорость испарения, то есть количество молекул, вылетающее с поверхности воды за единицу времени, всегда постоянна, тогда справедливо следующее равенство:</p>, <p>\[\frac{N}{T} = \frac{{{N_0}}}{{{t_0}}}\]</p>, <p>Откуда получим:</p>, <p>\[{N_0} = N\frac{{{t_0}}}{T}\]</p>, <p>Общее количество молекул воды \(N\) в массе \(m\) найдем по формуле:</p>, <p>\[N = \nu {N_А}\]</p>, <p>Здесь \(N_А\) – число Авогадро (оно равно 6,022·10<sup>23</sup> моль<sup>-1</sup>), а \(\nu\) – количество вещества, которое определяют по следующему выражению:</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>В этой формуле \(M\) – молярная масса воды, её легко определить по таблице Менделеева, зная химическую формулу вещества. Для воды (H<sub>2</sub>O) молярная масса равна 0,018 кг/моль.</p>, <p>В итоге мы получим такую формулу:</p>, <p>\[{N_0} = \frac{{m{N_А}{t_0}}}{{MT}}\]</p>, <p>Переведем время \(T\), данное в сутках, в секунды:</p>, <p>\[20\;сут = 20 \cdot 24 \cdot 60 \cdot 60\;с = 1728 \cdot {10^3}\;с\]</p>, <p>Посчитаем ответ:</p>, <p>\[{N_0} = \frac{{0,2 \cdot 6,022 \cdot {{10}^{23}} \cdot 1}}{{0,018 \cdot 1728 \cdot {{10}^3}}} = 3,87 \cdot {10^{18}}\]</p>]"
19;[<p>Считая, что диаметр молекул водорода составляет около 0,23 нм, подсчитать, какой длины получилась бы нить, если бы все молекулы, содержащиеся в 1 мг этого газа, были расположены в один ряд вплотную друг к другу.</p>, <p><em>Задача №4.1.20 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(d=0,23\) нм, \(m=1\) мг, \(L-?\)</p>, <p>Длину получившейся нити \(L\) можно найти, перемножив количество молекул водорода \(N\) на диаметр одной молекулы \(d\):</p>, <p>\[L = Nd\]</p>, <p>Количество молекул \(N\) найдем по такой формуле:</p>, <p>\[N = \nu {N_А}\]</p>, <p>Число Авогадро \(N_А\) равно 6,022·10<sup>23</sup> моль<sup>-1</sup>. Из последней формулы видно, что нам знать, какое количество вещества \(\nu\) содержится в массе \(m\). Это можно определить по формуле:</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Молярная масса водорода (H<sub>2</sub>) \(M\) равна 0,002 кг/моль.</p>, <p>Подставляя поочерёдно одно выражение в другое, Вы получите такую окончательную формулу:</p>, <p>\[L = \frac{{m{N_А}d}}{M}\]</p>, <p>Переведем массу \(m\) в систему СИ и посчитаем ответ:</p>, <p>\[1\;мг = {10^{ – 6}}\;кг\]</p>, <p>\[L = \frac{{{{10}^{ – 6}} \cdot 6,022 \cdot {{10}^{23}} \cdot 0,23 \cdot {{10}^{ – 9}}}}{{0,002}} = 69,25 \cdot {10^9}\;м = 69,25\;Гм\]</p>]"
20;[<p>В сосуде находится газ под давлением 150 кПа при температуре 23° C. Найти концентрацию молекул.</p>, <p><em>Задача №4.1.21 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(p=150\) кПа, \(t=23^\circ\) C, \(n-?\)</p>, <p>Запишем формулу связи давления \(p\) идеального газа с концентрацией молекул \(n\) и абсолютной температурой \(T\):</p>, <p>\[p = nkT\]</p>, <p>В этой формуле \(k\) – постоянная Больцмана, равная 1,38·10<sup>-23</sup> Дж/К. Выразим из этой формулы искомую концентрацию \(n\):</p>, <p>\[n = \frac{p}{{kT}}\]</p>, <p>Обратите свое внимание, что в формуле фигурирует абсолютная температура, поэтому переведем данную в условии температуру в шкалу Кельвина:</p>, <p>\[23^\circ\;C  = 296\;К\]</p>, <p>Произведем вычисления:</p>, <p>\[n = \frac{{150 \cdot {{10}^3}}}{{1,38 \cdot {{10}^{ – 23}} \cdot 296}} = 3,67 \cdot {10^{25}}\;м^{-3}\]</p>]"
21;[<p>Определить среднюю квадратичную скорость молекул водорода при нормальных условиях.</p>, <p><em>Задача №4.1.22 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>Кинетическую энергию поступательного движения молекул газа можно определять по двум формулам:</p>, <p>\[\left\{ \begin{gathered}<br/> {E_к} = \frac{{{m_0}\upsilon _{кв}^2}}{2} \hfill \\<br/> {E_к} = \frac{3}{2}kT \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Приравняем эти два выражения и выразим среднюю квадратичную скорость \(\upsilon_{кв}\):</p>, <p>\[\frac{{{m_0}\upsilon _{кв}^2}}{2} = \frac{3}{2}kT\]</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3kT}}{{{m_0}}}} \;\;\;\;(1)\]</p>, <p>Массу одной молекулы \(m_0\) можно узнать, если разделить молярную массу \(M\) на число Авогадро \(N_А\):</p>, <p>\[{m_0} = \frac{M}{{{N_А}}}\]</p>, <p>Молярная масса водорода (H<sub>2</sub>) равна 0,002 кг/моль.</p>, <p>В таком случае формула (1) примет такой вид:</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3k{N_А}T}}{M}} \]</p>, <p>Известно, что произведение двух постоянных – постоянной Больцмана \(k\) и числа Авогадро \(N_А\) – дают в результате универсальную газовую постоянную \(R\), равную 8,31 Дж/(моль·К).</p>, <p>Таким образом, получим:</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3RT}}{M}} \]</p>, <p>Нормальным условиям соответствует давление \(p\), равное (приближенно) атмосферному, то есть 100 кПа, и температура \(T\), равная 0° C или 273 К.</p>, <p>Считаем ответ:</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3 \cdot 8,31 \cdot 273}}{{0,002}}}  = 1844,7\;м/с \approx 1,8\;км/с\]</p>]"
