;question;answer
29;[<p>На сколько километров пути хватит 40 л бензина автомобилю, движущемуся со скоростью 54 км/ч? Мощность, развиваемая двигателем автомобиля, 46 кВт, а КПД 25%.</p>, <p><em>Задача №5.1.30 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=40\) л, \(\upsilon=54\) км/ч, \(N=46\) кВт, \(\eta=25\%\), \(S-?\)</p>, <p>Запишем формулу определения коэффициента полезного действия (КПД). Согласно определению, КПД – это отношение полезной работы к затраченной.</p>, <p>\[\eta  = \frac{{{A_п}}}{{{A_з}}}\;\;\;\;(1)\]</p>, <p>Полезную работу \(A_п\) легко определить через мощность двигателя автомобиля \(N\) и время движения \(t\), причем последнюю найдем как отношение пути \(S\) к скорости движения \(\upsilon\).</p>, <p>\[{A_п} = Nt = \frac{{NS}}{\upsilon }\;\;\;\;(2)\]</p>, <p>Затраченная работа \(A_з\) равна количеству теплоты, которое выделяется при сгорании бензина, поэтому:</p>, <p>\[{A_з} = qm\]</p>, <p>Удельная теплота сгорания бензина \(q\) равна 46 МДж/кг.</p>, <p>Массу бензина \(m\) запишем как произведение плотности бензина \(\rho\) (она равна 700 кг/м<sup>3</sup>) на объем \(V\).</p>, <p>\[{A_з} = q\rho V\;\;\;\;(3)\]</p>, <p>Подставим полученные выражения (2) и (3) в формулу (1).</p>, <p>\[\eta  = \frac{{NS}}{{\upsilon q\rho V}}\]</p>, <p>Из этой формулы выразим искомый путь \(S\):</p>, <p>\[S = \frac{{\eta \upsilon q\rho V}}{N}\]</p>, <p>Переведем объем бензина \(V\) в кубические метры, скорость автомобиля \(\upsilon\) – в м/с, а КПД двигателя \(\eta\) – в доли единиц:</p>, <p>\[40\;л = 0,04\;м^3\]</p>, <p>\[54\;км/ч = \frac{{54 \cdot 1000}}{{1 \cdot 3600}}\;м/с = 15\;м/с\]</p>, <p>\[25\%  = 0,25\]</p>, <p>Произведем расчет численного ответа задачи:</p>, <p>\[S = \frac{{0,25 \cdot 15 \cdot 46 \cdot {{10}^6} \cdot 700 \cdot 0,04}}{{46 \cdot {{10}^3}}} = 105000\;м = 105\;км\]</p>]"
30;[<p>В ванне находится 400 л воды при температуре 30° C. Из крана вытекает горячая вода при 60° C. На какое время надо открыть кран, чтобы установилась температура 35° C, если за одну минуту из крана вытекает 10 л воды?</p>, <p><em>Задача №5.1.31 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V_1=400\) л, \(t_1=30^\circ\) C, \(t_2=60^\circ\) C, \(t=35^\circ\), \(\tau_0=1\) мин, \(V_0=10\) л, \(\tau-?\)</p>, <p>Изначально в ванне находилась вода объемом \(V_1\) при температуре \(t_1\). За искомое время \(\tau\) из крана вытечет объем воды \(V_2\) при температуре \(t_2\). В результате смешения и теплообмена установится тепловое равновесие при температуре \(t\).</p>, <p>Запишем уравнение теплового баланса:</p>, <p>\[{Q_1} = {Q_2}\]</p>, <p>Здесь \(Q_1\) – количество теплоты, полученное водой объемом \(V_1\) при нагревании в результате теплообмена, \(Q_2\) – количество теплоты, отданное водой объемом \(V_2\) (которая вытечет из крана) при охлаждении в результате теплообмена. Распишем количества теплоты по известным формулам:</p>, <p>\[c{m_1}\left( {t – {t_1}} \right) = c{m_2}\left( {{t_2} – t} \right)\]</p>, <p>\[{m_1}\left( {t – {t_1}} \right) = {m_2}\left( {{t_2} – t} \right)\]</p>, <p>Массы запишем как произведение плотности воды на соответствующий объем.</p>, <p>\[\rho {V_1}\left( {t – {t_1}} \right) = \rho {V_2}\left( {{t_2} – t} \right)\]</p>, <p>\[{V_1}\left( {t – {t_1}} \right) = {V_2}\left( {{t_2} – t} \right)\;\;\;\;(1)\]</p>, <p>Если за единицу времени из крана вытекает одинаковое количество воды, то есть расход жидкости всегда одинаковый, то имеет место равенство:</p>, <p>\[\frac{{{V_0}}}{{{\tau _0}}} = \frac{{{V_2}}}{\tau }\]</p>, <p>\[{V_2} = {V_0}\frac{\tau }{{{\tau _0}}}\]</p>, <p>Подставим полученное выражение в равенство (1).</p>, <p>\[{V_1}\left( {t – {t_1}} \right) = {V_0}\frac{\tau }{{{\tau _0}}}\left( {{t_2} – t} \right)\]</p>, <p>Откуда искомое время \(\tau\) равно:</p>, <p>\[\tau  = \frac{{{V_1}\left( {t – {t_1}} \right){\tau _0}}}{{{V_0}\left( {{t_2} – t} \right)}}\]</p>, <p>Переведём объемы \(V\) и \(V_0\), а также время \(\tau_0\) в систему СИ:</p>, <p>\[400\;л = 0,4\;м^3\]</p>, <p>\[10\;л = 0,01\;м^3\]</p>, <p>\[1\;мин = 60\;с\]</p>, <p>Численный ответ к задаче равен:</p>, <p>\[\tau  = \frac{{0,4 \cdot \left( {35 – 30} \right) \cdot 60}}{{0,01 \cdot \left( {60 – 35} \right)}} = 480\;с\]</p>]"
31;[<p>Чтобы нагреть 1,8 кг воды от 18° C до кипения на горелке с КПД 25%, потребовалось 92 г горючего. Найти удельную теплоту сгорания горючего.</p>, <p><em>Задача №5.1.32 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m_1=1,8\) кг, \(t_1=18^\circ\) C, \(\eta=25\%\), \(m_2=92\) г, \(q-?\)</p>, <p>Запишем формулу определения КПД (коэффициента полезного действия), он равен отношению полезной работы к затраченной работе.</p>, <p>\[\eta  = \frac{{{A_п}}}{{{A_з}}}\;\;\;\;(1)\]</p>, <p>Полезная работа горелки \(A_п\) равна количеству теплоты, которое требуется для нагревания воды от температуры \(t_1\) до температуры кипения \(t_к\) (при нормальном атмосферном давлении \(t_к=100^\circ\) C).</p>, <p>\[{A_п} = c{m_1}\left( {{t_к} – {t_1}} \right)\;\;\;\;(2)\]</p>, <p>Удельная теплоёмкость воды \(c\) равна 4200 Дж/(кг·°C).</p>, <p>Затраченная работы \(A_з\) равна количеству теплоты, которое выделяется при сгорании горючего массой \(m_2\), поэтому:</p>, <p>\[{A_з} = q{m_2}\;\;\;\;(3)\]</p>, <p>Подставим выражения (2) и (3) в формулу (1), тогда имеем:</p>, <p>\[\eta  = \frac{{c{m_1}\left( {{t_к} – {t_1}} \right)}}{{q{m_2}}}\]</p>, <p>Выразим искомую удельную теплоту сгорания \(q\):</p>, <p>\[q = \frac{{c{m_1}\left( {{t_к} – {t_1}} \right)}}{{\eta {m_2}}}\]</p>, <p>Переведём КПД \(\eta\) в доли единиц, а массу горючего \(m_2\) в килограммы, далее произведем расчет численного ответа.</p>, <p>\[25\%  = 0,25\]</p>, <p>\[92\;г = 0,092\;кг\]</p>, <p>\[q = \frac{{4200 \cdot 1,8 \cdot \left( {100 – 18} \right)}}{{0,25 \cdot 0,092}} = 26953043,5\;Дж/кг \approx 27\;МДж/кг\]</p>, <p>Вероятнее всего, что горючим в горелке является спирт.</p>]"
32;[<p>У какого из тел теплоемкость больше и во сколько раз: у куска свинца массой 1 кг или у куска железа массой 500 г?</p>, <p><em>Задача №5.1.33 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m_1=1\) кг, \(m_2=500\) г, \(\frac{C_2}{C_1}-?\)</p>, <p>Теплоемкость \(C\) – это физическая величина, которая показывает сколько нужно энергии для изменения температуры тела на 1 °C (1 К). Её можно найти как произведение удельной теплоемкости \(c\) на массу тела \(m\).</p>, <p>\[C = cm\]</p>, <p>C учётом этой формулы теплоемкости куска свинца \(C_1\) массой \(m_1\) и теплоемкость куска железа \(C_2\) массой \(m_2\) найдем по формулам:</p>, <p>\[\left\{ \begin{gathered}<br/> {C_1} = {c_1}{m_1} \hfill \\<br/> {C_2} = {c_2}{m_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Удельная теплоемкость свинца \(c_1\) равна 130 Дж/(кг·°C), удельная теплоемкость железа \(c_2\) – 460 Дж/(кг·°C).</p>, <p>Переведём массу куска железа в систему СИ и посчитаем значения теплоемкостей:</p>, <p>\[500\;г = 0,5\;кг\]</p>, <p>\[{C_1} = 130 \cdot 1 = 130\;Дж/кг\]</p>, <p>\[{C_2} = 460 \cdot 0,5 = 230\;Дж/кг\]</p>, <p>Видно, что у куска железа теплоемкость больше. Найдем отношение теплоемкостей, чтобы узнать во сколько раз теплоемкость куска железа превышает теплоемкость куска свинца.</p>, <p>\[\frac{{{C_2}}}{{{C_1}}} = \frac{{230}}{{130}} = 1,77\]</p>]"
33;[<p>Для определения удельной теплоёмкости 0,15 кг вещества, взятого при температуре 100 °C, опустили в латунный калориметр массой 0,12 кг, содержащий 0,2 кг воды при 16 °C, причем общая температура установилась 22 °C. Определить удельную теплоемкость вещества по данным опыта.</p>, <p><em>Задача №5.1.34 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m_1=0,15\) кг, \(t_1=100^\circ\) C, \(m_2=0,12\) кг, \(m_3=0,2\) кг, \(t_3=16^\circ\) C, \(t=22^\circ\) C, \(c_1-?\)</p>, <p>Изначально температура калориметра массой \(m_2\) и содержащейся в нем воды массы \(m_3\) одинакова и равна \(t_3\). В воду опускают некоторое вещество массой \(m_1\) при температуре \(t_1\). В результате теплообмена установится температура \(t\). Запишем уравнение теплового баланса:</p>, <p>\[{Q_1} = {Q_2} + {Q_3}\]</p>, <p>Здесь \(Q_1\) – количество теплоты, отданное неизвестным веществом при теплообмене, \(Q_2\) и \(Q_3\) – количества теплоты, полученное латунным калориметром и водой при теплообмене соответственно. Распишем количества теплоты по известным формулам:</p>, <p>\[{c_1}{m_1}\left( {{t_1} – t} \right) = {c_2}{m_2}\left( {t – {t_3}} \right) + {c_3}{m_3}\left( {t – {t_3}} \right)\]</p>, <p>В этом равенстве \(c_1\) – искомая удельная теплоемкость некоторого вещества, \(c_2\) – удельная теплоемкость латуни (она равна 380 Дж/(кг·°C)), \(c_3\) – удельная теплоемкость воды (она равна 4200 Дж/(кг·°C)).</p>, <p>Выразим из равенства искомую величину \(c_1\):</p>, <p>\[{c_1} = \frac{{{c_2}{m_2}\left( {t – {t_3}} \right) + {c_3}{m_3}\left( {t – {t_3}} \right)}}{{{m_1}\left( {{t_1} – t} \right)}}\]</p>, <p>\[{c_1} = \frac{{\left( {{c_2}{m_2} + {c_3}{m_3}} \right)\left( {t – {t_3}} \right)}}{{{m_1}\left( {{t_1} – t} \right)}}\]</p>, <p>Подставим данные задачи в формулу и посчитаем ответ к задаче:</p>, <p>\[{c_1} = \frac{{\left( {380 \cdot 0,12 + 4200 \cdot 0,2} \right)\left( {22 – 16} \right)}}{{0,15 \cdot \left( {100 – 22} \right)}} = 454,2\;Дж/(кг \cdot ^{\circ}C)\]</p>]"
34;[<p>Сколько керосина необходимо сжечь, чтобы 50 л воды нагреть от 20 °C до кипения? КПД нагревателя 35%.</p>, <p><em>Задача №5.1.35 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V_1=50\) л, \(t_1=20^\circ\) C, \(\eta=35\%\), \(m_2-?\)</p>, <p>Запишем формулу определения коэффициента полезного действия (КПД):</p>, <p>\[\eta  = \frac{{{A_п}}}{{{A_з}}}\;\;\;\;(1)\]</p>, <p>Полезная работа \(A_п\) равна количеству теплоты, которое необходимо для нагревания воды от температуры \(t_1\) до температуры кипения \(t_к\) (\(t_к=100^\circ\) C при нормальном атмосферном давлении).</p>, <p>\[{A_п} = c{m_1}\left( {{t_к} – {t_1}} \right)\]</p>, <p>Удельная теплоёмкость воды \(c\) равна 4200 Дж/(кг·°C).</p>, <p>Массу воды \(m_1\) запишем в виде произведения плотности воды \(\rho\) (она равна 1000 кг/м<sup>3</sup>) на объем \(V_1\).</p>, <p>\[{A_п} = c\rho {V_1}\left( {{t_к} – {t_1}} \right)\;\;\;\;(2)\]</p>, <p>Затраченная же работа \(A_з\) равна количеству теплоты, которое выделяется при сгорании керосина массой \(m_2\).</p>, <p>\[{A_з} = q{m_2}\;\;\;\;(3)\]</p>, <p>Удельная теплота сгорания керосина \(q\) равна 43 МДж/кг.</p>, <p>Подставим в формулу (1) выражения (2) и (3) для полезной и затраченной работ:</p>, <p>\[\eta  = \frac{{c\rho {V_1}\left( {{t_к} – {t_1}} \right)}}{{q{m_2}}}\]</p>, <p>Откуда масса керосина \(m_2\) равна:</p>, <p>\[{m_2} = \frac{{c\rho {V_1}\left( {{t_к} – {t_1}} \right)}}{{\eta q}}\]</p>, <p>Переведём объем воды из литров в кубические метры, а КПД – в доли единиц.</p>, <p>\[50\;л = 0,05\;м^3\]</p>, <p>\[35\%  = 0,35\]</p>, <p>Произведём расчет ответа:</p>, <p>\[{m_2} = \frac{{4200 \cdot 1000 \cdot 0,05 \cdot \left( {100 – 20} \right)}}{{0,35 \cdot 43 \cdot {{10}^6}}} = 1,12\;кг\]</p>]"
35;[<p>На зажженную спиртовку с КПД 60% поставили сосуд с 500 г воды при 20° C. Через какое время выкипит 20 г воды, если в спиртовке за минуту сгорает 4 г спирта?</p>, <p><em>Задача №5.1.36 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\eta=60\%\), \(m_1=500\) г, \(t_1=20^\circ\) C, \(\Delta m=20\) г, \(m_0=4\) г, \(\tau_0=1\) мин, \(\tau-?\)</p>, <p>Коэффициент полезного действия \(\eta\) (КПД) равен отношению полезной работы \(A_п\) к затраченной работе \(A_з\).</p>, <p>\[\eta  = \frac{{{A_п}}}{{{A_з}}}\;\;\;\;(1)\]</p>, <p>Полезная работа спиртовки \(A_п\) равна сумме количества теплоты \(Q_1\), которое требуется для нагревания воды массой \(m_1\) от температуры \(t_1\) до температуры кипения \(t_к\) (\(t_к=100^\circ\) C), и количества теплоты \(Q_2\), которое нужно для испарения воды массой \(\Delta m\).</p>, <p>\[{A_п} = {Q_1} + {Q_2}\]</p>, <p>Распишем количества теплоты \(Q_1\) и \(Q_2\) по известным формулам.</p>, <p>\[{A_п} = c{m_1}\left( {{t_к} – {t_1}} \right) + L\Delta m\;\;\;\;(2)\]</p>, <p>Удельная теплоёмкость воды \(c\) равна 4200 Дж/(кг·°C), удельная теплота парообразования воды \(L\) равна 2,26 МДж/кг.</p>, <p>Затраченная работа \(A_з\) равна количеству теплоты, которое выделяется при сгорании спирта некоторой массы \(m_2\).</p>, <p>\[{A_з} = q{m_2}\]</p>, <p>Удельная теплота сгорания спирта \(q\) равна 29 МДж/кг.</p>, <p>Если за единицу времени сгорает одинаковое количество спирта, то справедливо такое равенство:</p>, <p>\[\frac{{{m_0}}}{{{\tau _0}}} = \frac{{{m_2}}}{\tau }\]</p>, <p>\[{m_2} = {m_0}\frac{\tau }{{{\tau _0}}}\]</p>, <p>\[{A_з} = q{m_0}\frac{\tau }{{{\tau _0}}}\;\;\;\;(3)\]</p>, <p>В формулу (1) подставим выражения (2) и (3):</p>, <p>\[\eta  = \frac{{\left( {c{m_1}\left( {{t_к} – {t_1}} \right) + L\Delta m} \right){\tau _0}}}{{q{m_0}\tau }}\]</p>, <p>Откуда нужное нам время \(\tau\) равно:</p>, <p>\[\tau  = \frac{{\left( {c{m_1}\left( {{t_к} – {t_1}} \right) + L\Delta m} \right){\tau _0}}}{{\eta q{m_0}}}\]</p>, <p>Переведём КПД в доли единиц, все массы – в килограммы, время – в секунды.</p>, <p>\[60\%  = 0,6\]</p>, <p>\[500\;г = 0,5\;кг\]</p>, <p>\[20\;г = 0,02\;кг\]</p>, <p>\[4\;г = 0,004\;кг\]</p>, <p>\[1\;мин = 60\;с\]</p>, <p>Численно время \(\tau\) равно:</p>, <p>\[\tau  = \frac{{\left( {4200 \cdot 0,5 \cdot \left( {100 – 20} \right) + 2,26 \cdot {{10}^6} \cdot 0,02} \right) \cdot 60}}{{0,6 \cdot 29 \cdot {{10}^6} \cdot 0,004}} = 183,8\;с\]</p>]"
36;[<p>Какое количество керосина потребовалось бы сжечь, чтобы вывести спутник массой 1000 кг на круговую орбиту вблизи поверхности Земли, если принять, что сопротивление воздуха равно нулю, а КПД двигателя равен 30%?</p>, <p><em>Задача №5.1.37 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m_1=1000\) кг, \(\eta=30\%\), \(m_2-?\)</p>, <p>КПД двигателя \(\eta\) равен отношению полезной работы двигателя \(A_п\) к затраченной работы двигателя \(A_з\).</p>, <p>\[\eta  = \frac{{{A_п}}}{{{A_з}}}\;\;\;\;(1)\]</p>, <p>Полезная работа двигателя \(A_п\) заключается в том, что он сообщит ракете первую космическую скорость, которую можно найти по формуле:</p>, <p>\[\upsilon  = \sqrt {gR} \]</p>, <p>Здесь \(g\) – ускорение свободного падения вблизи Земли (приближенно \(g=10\) м/с<sup>2</sup>), \(R\) – радиус Земли (\(R=6400\) км).</p>, <p>Значит полезная работа \(A_п\) равна кинетической энергии спутника на орбите (вернее изменению кинетической энергии, но мы считаем, что на стартовой площадке скорость ракеты равна нулю).</p>, <p>\[{A_п} = \frac{{{m_1}{\upsilon ^2}}}{2} = \frac{{{m_1}gR}}{2}\;\;\;\;(2)\]</p>, <p>Затраченная работа \(A_з\) равна количеству теплоты, которое выделяется при сгорании керосина искомой массы \(m_2\).</p>, <p>\[{A_з} = q{m_2}\;\;\;\;(3)\]</p>, <p>Удельная теплота сгорания керосина \(q\) равна 43 МДж/кг.</p>, <p>Подставим выражения (2) и (3) в формулу (1):</p>, <p>\[\eta  = \frac{{{m_1}gR}}{{2q{m_2}}}\]</p>, <p>Масса керосина \(m_2\), необходимого для вывода спутника на орбиту, равна:</p>, <p>\[{m_2} = \frac{{{m_1}gR}}{{2\eta q}}\]</p>, <p>Подставим все величины в формулу, чтобы посчитать ответ (КПД подставляем в долях единицы):</p>, <p>\[{m_2} = \frac{{1000 \cdot 10 \cdot 6400 \cdot {{10}^3}}}{{2 \cdot 0,3 \cdot 43 \cdot {{10}^6}}} = 2481\;кг \approx 2,48\;т\]</p>]"
37;[<p>Какую массу керосина потребовалось бы сжечь, чтобы вывести спутник массой 1000 кг на круговую орбиту вблизи поверхности Земли, если все количество теплоты превращается в работу?</p>, <p><em>Задача №5.1.38 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m_1=1000\) кг, \(m_2-?\)</p>, <p>Чтобы вывести спутник на круговую орбиту вблизи поверхности Земли, ему нужно сообщить первую космическую скорость, которую определяют по формуле:</p>, <p>\[\upsilon  = \sqrt {gR} \]</p>, <p>В этой формуле \(g\) – ускорение свободного падения вблизи Земли, равное 10 м/с<sup>2</sup>, \(R\) – радиус Земли, равный 6400 км.</p>, <p>Работа ракетного двигателя \(A\) равна изменению кинетической энергии спутника (ракеты):</p>, <p>\[A = \Delta {E_к}\]</p>, <p>Так как на стартовой площадке скорость ракеты равна нулю, то:</p>, <p>\[A = \frac{{{m_1}{\upsilon ^2}}}{2} = \frac{{{m_1}gR}}{2}\]</p>, <p>В ракетном двигателе сгорает керосин, при этом выделяется количество теплоты, равное:</p>, <p>\[Q = q{m_2}\]</p>, <p>Удельная теплота сгорания керосина \(q\) равна 43 МДж/кг.</p>, <p>Поскольку в условии сказано, что все количество теплоты превращается в работу, то верно равенство:</p>, <p>\[Q = A\]</p>, <p>\[q{m_2} = \frac{{{m_1}gR}}{2}\]</p>, <p>Откуда искомая масса керосина \(m_2\) равна:</p>, <p>\[{m_2} = \frac{{{m_1}gR}}{{2q}}\]</p>, <p>Посчитаем ответ к задаче:</p>, <p>\[{m_2} = \frac{{1000 \cdot 10 \cdot 6400 \cdot {{10}^3}}}{{2 \cdot 43 \cdot {{10}^6}}} = 744,2\;кг = 0,744\;т\]</p>]"
38;[<p>В стеклянный сосуд массой 120 г, имеющий температуру 20 °C, налили горячую воду, масса которой 200 г и температура 100 °C. Спустя 5 мин температура сосуда с водой стала равна 40 °C. Какое количество теплоты терялось в единицу времени, если скорость охлаждения постоянна? Теплоемкость сосуда 840 Дж/(кг·К).</p>, <p><em>Задача №5.1.39 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m_1=120\) г, \(t_1=20^\circ\) C, \(m_2=200\) г, \(t_2=100^\circ\) C, \(\tau=5\) мин, \(t=40^\circ\) C, \(c_1=840\) Дж/(кг·К), \(N-?\)</p>, <p>Поскольку некоторая часть теплоты при теплообмене была потеряна, то уравнение теплового баланса здесь нужно применять в следующей измененной форме:</p>, <p>\[{Q_1} + \Delta Q = {Q_2}\]</p>, <p>Здесь \(Q_1\) – количество теплоты, полученное сосудом в результате теплообмена, \(Q_2\) – количество теплоты, отданное водой в результате теплообмена, \(\Delta Q\) – потерянное количество теплоты. Выразим последнее:</p>, <p>\[\Delta Q = {Q_2} – {Q_1}\]</p>, <p>Распишем количества теплоты \(Q_1\) и \(Q_2\) по известным формулам:</p>, <p>\[\Delta Q = {c_2}{m_2}\left( {{t_2} – t} \right) – {c_1}{m_1}\left( {t – {t_1}} \right)\;\;\;\;(1)\]</p>, <p>Удельная теплоёмкость воды \(c_2\) равна 4200 Дж/(кг·°C).</p>, <p>Так как в условии спрашивается “какое количество теплоты терялось в единицу времени”, то по сути нам нужно найти мощность. Её следует искать по формуле:</p>, <p>\[N = \frac{{\Delta Q}}{\tau }\]</p>, <p>Учитывая формулу (1), получим окончательную формулу:</p>, <p>\[N = \frac{{{c_2}{m_2}\left( {{t_2} – t} \right) – {c_1}{m_1}\left( {t – {t_1}} \right)}}{\tau }\]</p>, <p>Переведём массы \(m_1\) и \(m_2\), а также время \(\tau\) в систему СИ:</p>, <p>\[120\;г = 0,12\;кг\]</p>, <p>\[200\;г = 0,2\;кг\]</p>, <p>\[5\;мин = 300\;с\]</p>, <p>Посчитаем численный ответ к задаче:</p>, <p>\[N = \frac{{4200 \cdot 0,2 \cdot \left( {100 – 40} \right) – 840 \cdot 0,12 \cdot \left( {40 – 20} \right)}}{{300}} = 161,28\;Вт \approx 161\;Вт\]</p>]"
39;[<p>В батарею водяного отопления вода поступает при 80 °C по трубе площадью поперечного сечения 500 мм<sup>2</sup> со скоростью 1,2 см/с, а выходит из батареи, имея температуру 25 °C. Какое количество теплоты получает отапливаемое помещение за сутки?</p>, <p><em>Задача №5.1.40 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t_1=80^\circ\) C, \(S=500\) мм<sup>2</sup>, \(\upsilon=1,2\) см/с, \(t_2=25^\circ\) C, \(\tau=1\) сут, \(Q-?\)</p>, <p>Если вода поступает в батарею при температуре \(t_1\), а выходит из батареи при температуре \(t_2\), то очевидно, что искомое количество теплоты можно найти по всем известной формуле:</p>, <p>\[Q = cm\left( {{t_1} – {t_2}} \right)\;\;\;\;(1)\]</p>, <p>Здесь \(c\) – удельная теплоемкость воды, равная 4200 Дж/(кг·°C), \(m\) – масса воды, которое проходит через батарею за сутки (то есть за время \(\tau\)).</p>, <p>Массу \(m\) можно найти таким образом:</p>, <p>\[m = \rho V\;\;\;\;(2)\]</p>, <p>В этой формуле \(\rho\) – плотность воды, равная 1000 кг/м<sup>3</sup>, \(V\) – объем прошедшей воды через батарею. Объем \(V\) равен объему трубы, который заняла бы вода при передвижении в ней со скоростью \(\upsilon\), то есть её можно найти по формуле (\(l\) – это расстояние, пройденное водой в трубе):</p>, <p>\[V = Sl = S\upsilon \tau \;\;\;\;(3)\]</p>, <p>С учётом выражений (2) и (3) формула (1) примет следующий окончательный вид:</p>, <p>\[Q = c\rho S\upsilon \tau \left( {{t_1} – {t_2}} \right)\]</p>, <p>Переведём площадь сечения трубы \(S\), скорость течения \(\upsilon\) и время \(\tau\) в систему СИ:</p>, <p>\[500\;мм^2 = 500 \cdot {10^{ – 6}}\;м^2\]</p>, <p>\[1,2\;см/с = 0,012\;м/с\]</p>, <p>\[1\;сут = 24 \cdot 60 \cdot 60\;с = 86400\;с\]</p>, <p>Произведём расчет ответа:</p>, <p>\[Q = 4200 \cdot 1000 \cdot 500 \cdot {10^{ – 6}} \cdot 0,012 \cdot 86400 \cdot \left( {80 – 25} \right) = 119,75 \cdot {10^6}\;Дж \approx 120\;МДж\]</p>]"
