;question;answer
46;[<p>Самолет при взлете проходит взлетную полосу за 15 с и в момент отрыва от земли имеет скорость 100 м/с. Какова длина взлетной полосы?</p>, <p><em>Задача №1.3.18 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t=15\) с, \(\upsilon=100\) м/с, \(L-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-10.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1598 size-medium"" height=""161"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-10-300x161.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-10-300x161.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-10-150x81.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-10.png 757w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""161"" itemprop=""height""/></meta></span></a>Во-первых, вспомним формулу скорости для равноускоренного движения:</p>, <p>\[\upsilon  = {\upsilon _0} + at\]</p>, <p>Во-вторых, применим такую формулу кинематики (она называется формулой без времени):</p>, <p>\[{\upsilon ^2} – \upsilon _0^2 = 2aL\]</p>, <p>Так как самолет начинал движения из состояния покоя, то его начальная скорость \(\upsilon_0\), естественно, равна нулю. Поэтому две приведенные формулы примут вид (мы запишем их в системе):</p>, <p>\[\left\{ \begin{gathered}<br/> \upsilon = at \hfill \\<br/> {\upsilon ^2} = 2aL \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Поделив нижнее выражение на верхнее, выразим оттуда искомую длину взлетной полосы \(L\).</p>, <p>\[\upsilon  = \frac{{2aL}}{{at}} = \frac{{2L}}{t} \Rightarrow L = \frac{{\upsilon t}}{2}\]</p>, <p>Осталось рассчитать численный ответ, подставив числа из условия.</p>, <p>\[L = \frac{{100 \cdot 15}}{2} = 750\; м = 0,75\; км \]</p>]"
47;[<p>Скорость поезда возросла с 15 до 19 м/с на расстоянии 340 м. С каким ускорением и сколько времени продолжалось движение на этом участке?</p>, <p><em>Задача №1.3.19 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_0=15\) м/с, \(\upsilon=19\) м/с, \(S=340\) м, \(a-?\), \(t-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-11.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1605 size-medium"" height=""161"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-11-300x161.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-11-300x161.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-11-150x81.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-11.png 757w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""161"" itemprop=""height""/></meta></span></a>Запишем формулу скорости для равноускоренного движения и так называемую формулу без времени:</p>, <p>\[\left\{ \begin{gathered}<br/> \upsilon = {\upsilon _0} + at \hfill \\<br/> {\upsilon ^2} – \upsilon _0^2 = 2aS \hfill \\<br/> \end{gathered} \right.\]</p>, <p>В первой формуле перенесем \(\upsilon_0\) в левую сторону, во второй – распишем разность квадратов в левой части.</p>, <p>\[\left\{ \begin{gathered}<br/> \upsilon – {\upsilon _0} = at \hfill \\<br/> \left( {\upsilon – {\upsilon _0}} \right)\left( {\upsilon + {\upsilon _0}} \right) = 2aS \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Теперь поделим нижнее выражение в системе на верхнее.</p>, <p>\[\frac{{\left( {\upsilon  – {\upsilon _0}} \right)\left( {\upsilon  + {\upsilon _0}} \right)}}{{\upsilon  – {\upsilon _0}}} = \frac{{2aS}}{{at}} \Rightarrow \upsilon  + {\upsilon _0} = \frac{{2S}}{t} \Rightarrow t = \frac{{2S}}{{\upsilon  + {\upsilon _0}}}\]</p>, <p>Отлично, мы нашли выражение для нахождения времени \(t\).</p>, <p>Из второго выражения системы легко выразить ускорение \(a\).</p>, <p>\[a = \frac{{{\upsilon ^2} – \upsilon _0^2}}{{2S}}\]</p>, <p>Сосчитаем численные значения ускорения \(a\) и времени \(t\).</p>, <p>\[a = \frac{{{{19}^2} – {{15}^2}}}{{2 \cdot 340}} = 0,2\; м/с^2\]</p>, <p>\[t = \frac{{2 \cdot 340}}{{19 + 15}} = 20\; с \]</p>]"
48;[<p>Тело движется равноускоренно из состояния покоя. Во сколько раз путь, пройденный телом за вторую секунду движения, больше пути, пройденного за первую секунду?</p>, <p><em>Задача №1.3.20 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t_1=1\) с, \(t_2=1\) с, \(\frac{S_2}{S_1}-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-12.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1617 size-medium"" height=""141"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-12-300x141.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-12-300x141.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-12-150x71.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-12.png 877w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""141"" itemprop=""height""/></meta></span></a>Путь \(S_1\), пройденный за первую секунду, равен пути за одну секунду \(t_1\).</p>, <p>\[{S_1} = \frac{{at_1^2}}{2}\;\;\;\;(1)\]</p>, <p>А вот путь \(S_2\), пройденный за вторую секунду, не равен пути за две секунды. Его можно найти как разность пути за две секунды \({\left( {{t_1} + {t_2}} \right)}\) и пути за одну секунду \(t_1\).</p>, <p>\[{S_2} = \frac{{a{{\left( {{t_1} + {t_2}} \right)}^2}}}{2} – \frac{{at_1^2}}{2}\;\;\;\;(2)\]</p>, <p>Поделим выражение (2) на выражение (1).</p>, <p>\[\frac{{{S_2}}}{{{S_1}}} = \frac{{{{\left( {{t_1} + {t_2}} \right)}^2} – t_1^2}}{{t_1^2}}\]</p>, <p>\[\frac{{{S_2}}}{{{S_1}}} = \frac{{t_1^2 + 2{t_1}{t_2} + t_2^2 – t_1^2}}{{t_1^2}} = \frac{{2{t_1}{t_2} + t_2^2}}{{t_1^2}}\]</p>, <p>Сосчитаем ответ:</p>, <p>\[\frac{{{S_2}}}{{{S_1}}} = \frac{{2 \cdot 1 \cdot 1 + {1^2}}}{{{1^2}}} = 3\]</p>]"
49;[<p>Тело, двигаясь с места равноускоренно, проходит за четвертую секунду от начала движения 7 м. Какой путь пройдет тело за первые 10 с?</p>, <p><em>Задача №1.3.21 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(S_4=7\) м, \(t=10\) с, \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-13.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1624 size-medium"" height=""123"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-13-300x123.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-13-300x123.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-13-150x62.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-13-1024x421.png 1024w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-13.png 1396w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""123"" itemprop=""height""/></meta></span></a>Распишем путь за четвертую секунду как разность пути за \(t_4=4\) секунды и пути за \(t_3=3\) секунды.</p>, <p>\[{S_4} = \frac{{at_4^2}}{2} – \frac{{at_3^2}}{2}\]</p>, <p>Выразим ускорение \(a\).</p>, <p>\[a = \frac{{2{S_4}}}{{t_4^2 – t_3^2}}\]</p>, <p>Учитывая, что тело двигается с места, то есть начальная скорость \(\upsilon_0\) тела равна нулю, поэтому путь \(S\) за \(t=10\) секунд легко определить из формулы:</p>, <p>\[S = \frac{{a{t^2}}}{2}\]</p>, <p>Воспользуемся полученной формулой для ускорения \(a\).</p>, <p>\[S = \frac{{2{S_4} \cdot {t^2}}}{{2\left( {t_4^2 – t_3^2} \right)}} = \frac{{{S_4} \cdot {t^2}}}{{\left( {t_4^2 – t_3^2} \right)}}\]</p>, <p>Мы получили ответ к задаче в общем виде. Остается только подсчитать численный ответ.</p>, <p>\[S = \frac{{7 \cdot {{10}^2}}}{{\left( {{4^2} – {3^2}} \right)}} = 100\; м \]</p>]"
50;[<p>Теплоход, двигаясь равноускоренно из состояния покоя с ускорением 0,10 м/с<sup>2</sup>, достигает скорости 18 км/ч. Какой путь он пройдет за это время?</p>, <p><em>Задача №1.3.22 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(a=0,1\) м/с<sup>2</sup>, \(\upsilon=18\) км/ч, \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-14.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1635 size-medium"" height=""145"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-14-300x145.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-14-300x145.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-14-150x73.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-14.png 877w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""145"" itemprop=""height""/></meta></span></a>Применим следующую формулу:</p>, <p>\[{\upsilon ^2} – \upsilon _0^2 = 2aS\]</p>, <p>Так как движение происходило из состояния покоя, то начальная скорость теплохода \(\upsilon_0\) равна нулю.</p>, <p>\[{\upsilon _0} = 0\]</p>, <p>Вышеприведенная формула примет вид:</p>, <p>\[{\upsilon ^2} = 2aS\]</p>, <p>Отсюда найдем искомый путь \(S\).</p>, <p>\[S = \frac{{{\upsilon ^2}}}{{2a}}\]</p>, <p>Переведем значение скорости \(\upsilon\) из км/ч в м/с.</p>, <p>\[18\; км/ч = \frac{{18 \cdot 1000}}{{1 \cdot 3600}}\; м/с = \frac{{180}}{{36}}\; м/с = 5\; м/с \]</p>, <p>Остается только сосчитать ответ, для чего подставим в формулу числа.</p>, <p>\[S = \frac{{{5^2}}}{{2 \cdot 0,1}} = 125\; м = 0,125\; км \]</p>]"
51;[<p>Тормозной путь автомобиля, двигавшегося со скоростью 30 км/ч, равен 7,2 м. Чему будет равен тормозной путь, если скорость увеличится до 50 км/ч?</p>, <p><em>Задача №1.3.23 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_1=30\) км/ч, \(S_1=7,2\) м, \(\upsilon_2=50\) км/ч, \(S_2-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-15.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1642 size-medium"" height=""216"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-15-300x216.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-15-300x216.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-15-150x108.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-15.png 883w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""216"" itemprop=""height""/></meta></span></a>Вспомним так называемую формулу кинематики без времени, в общем случае она принимает следующий вид:</p>, <p>\[{\upsilon ^2} – \upsilon _0^2 =  – 2aS\]</p>, <p>Здесь \(\upsilon\) – конечная скорость, которая в нашей задаче в обоих случаях равна нулю, \(\upsilon_0\) – начальная скорость (\(\upsilon_1\) и \(\upsilon_2\)) в нашем случае, \(a\) – модуль ускорения, \(S\) – тормозной путь. “Минус” в правой части учитывает, что движение является замедленным.</p>, <p>Ускорение \(a\) зависит от коэффициента трения поверхности \(\mu\) и ускорения свободного падения \(g\), поэтому в обоих случаях будет одним и тем же.</p>, <p>Учитывая все вышесказанное, запишем систему для двух случаев, описанных в задаче:</p>, <p>\[\left\{ \begin{gathered}<br/> \upsilon _1^2 = 2a{S_1} \hfill \\<br/> \upsilon _2^2 = 2a{S_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Разделим одно выражение системы на другое и выразим искомое \(S_2\).</p>, <p>\[\frac{{{S_2}}}{{{S_1}}} = \frac{{\upsilon _2^2}}{{\upsilon _1^2}} \Rightarrow {S_2} = {S_1}\frac{{\upsilon _2^2}}{{\upsilon _1^2}}\]</p>, <p>Остается вычислить ответ. Заметим, что можно не переводить значения скоростей \(\upsilon_1\) и \(\upsilon_2\) в систему СИ, поскольку в формуле фигурирует их отношение, а оно не меняется при переходе (вы можете сами проверить этот факт).</p>, <p>\[{S_2} = 7,2\frac{{{{50}^2}}}{{{{30}^2}}} = 20\; м \]</p>]"
52;[<p>Скорость движения автомобиля от времени задана уравнением \(\upsilon=3+2t\). Какой путь пройдет автомобиль за 6 с?</p>, <p><em>Задача №1.3.24 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon=3+2t\), \(t=6\) с, \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-16.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1647 size-medium"" height=""175"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-16-300x175.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-16-300x175.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-16-150x88.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-16.png 940w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""175"" itemprop=""height""/></meta></span></a>Напомним тот факт, что площадь фигуры под графиком изменения скорости численно показывает пройденный путь. Поэтому построим график уравнения, данного в условии.</p>, <p>Полученная фигура – трапеция (на рисунке заштрихована), её площадь рассчитывается как полупроизведение суммы оснований на высоту.</p>, <p>\[S = \frac{1}{2}\left( {15 + 3} \right) \cdot 6 = 54\; м \]</p>]"
53;[<p>По одному направлению из одной точки одновременно начали двигаться два тела. Одно движется равномерно со скоростью 10 м/с, другое – равноускоренно без начальной скорости с ускорением 0,1 м/с<sup>2</sup>. Через какое время второе тело догонит первое?</p>, <p><em>Задача №1.3.25 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_1=10\) м/с, \(a_2=0,1\) м/с<sup>2</sup>, \(t-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-17.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1654 size-medium"" height=""201"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-17-300x201.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-17-300x201.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-17-150x101.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-17.png 946w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""201"" itemprop=""height""/></meta></span></a>Уравнения движения этих тел описываются следующими зависимостями, запишем их в системе:</p>, <p>\[\left\{ \begin{gathered}<br/> x = {\upsilon _1}t \hfill \\<br/> x = \frac{{{a_2}{t^2}}}{2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Понятно, что когда тела встретятся, их координаты будут равны. Решим следующее уравнение.</p>, <p>\[{\upsilon _1}t = \frac{{{a_2}{t^2}}}{2}\]</p>, <p>\[t\left( {\frac{{{a_2}t}}{2} – {\upsilon _1}} \right) = 0\]</p>, <p>Получаем два корня:</p>, <p>\[\left[ \begin{gathered}<br/> t = 0 \hfill \\<br/> t = \frac{{2{\upsilon _1}}}{{{a_2}}} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Первый соответствует начальному моменту, ведь тела начали движение из одной точки одновременно. А вот второй является ответом к вопросу задачи, рассчитаем численное его значение.</p>, <p>\[t = \frac{{2 \cdot 10}}{{0,1}} = 200\; с = 3,33\; мин \]</p>]"
54;[<p>Скорость движения тела, равная 10 м/с, за 17 с уменьшилась в 5 раз. Определить путь, пройденный телом за это время.</p>, <p><em>Задача №1.3.26 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_0=10\) м/с, \(t=17\) с, \(\upsilon=\frac{\upsilon_0}{5}\), \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-18.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1661 size-medium"" height=""161"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-18-300x161.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-18-300x161.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-18-150x81.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-18.png 757w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""161"" itemprop=""height""/></meta></span></a>Для начала определим модуль ускорения тела по формуле:</p>, <p>\[a = \frac{{\left| {\upsilon  – {\upsilon _0}} \right|}}{t}\]</p>, <p>\[a = \frac{{\left| {\frac{{{\upsilon _0}}}{5} – {\upsilon _0}} \right|}}{t} = \frac{{\left| { – \frac{{4{\upsilon _0}}}{5}} \right|}}{t} = \frac{{4{\upsilon _0}}}{{5t}}\]</p>, <p>Теперь запишем такую формулу кинематики, учитывая, что движение было равнозамедленным (т.е. не забудем знак “минус” в правой части):</p>, <p>\[{\upsilon ^2} – \upsilon _0^2 =  – 2aS\]</p>, <p>Подставим данное нам условие, что скорость уменьшилась в 5 раз (\(\upsilon=\frac{\upsilon_0}{5}\)), и полученное выражение для ускорения \(a\).</p>, <p>\[\frac{{\upsilon _0^2}}{{25}} – \upsilon _0^2 =  – 2\frac{{4{\upsilon _0}}}{{5t}}S\]</p>, <p>\[\frac{{24{\upsilon _0}}}{{25}} = \frac{{8S}}{{5t}} \Rightarrow S = \frac{{3{\upsilon _0}t}}{5}\]</p>, <p>Подставим исходные данные и получим ответ.</p>, <p>\[S = \frac{{3 \cdot 10 \cdot 17}}{5} = 102\; м \]</p>]"
55;[<p>У светофора трактор, движущийся равномерно со скоростью 18 км/ч, обогнал автомобиль, который из состояния покоя начал двигаться с ускорением 1,25 м/с<sup>2</sup>. Определить, на каком расстоянии от светофора автомобиль обгонит трактор.</p>, <p><em>Задача №1.3.27 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_1=18\) км/ч, \(a_2=1,25\) м/с<sup>2</sup>, \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-19.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1670 size-medium"" height=""214"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-19-300x214.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-19-300x214.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-19-150x107.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-19.png 890w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""214"" itemprop=""height""/></meta></span></a>Запишем уравнения движения трактора и автомобиля вдоль оси \(x\).</p>, <p>\[\left\{ \begin{gathered}<br/> x = {\upsilon _1}t \hfill \\<br/> x = \frac{{{a_2}{t^2}}}{2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Верхнее уравнение – это уравнение равномерного движения трактора, второе – уравнение равноускоренного движения автомобиля без начальной скорости.</p>, <p>Когда автомобиль начнет обгонять трактор, то их координаты станут равны между собой. Приравняв уравнения, найдем момент времени \(t\), когда это произойдет.</p>, <p>\[{\upsilon _1}t = \frac{{{a_2}{t^2}}}{2}\]</p>, <p>\[\frac{{{a_2}{t^2}}}{2} – {\upsilon _1}t = 0\]</p>, <p>\[t\left( {\frac{{{a_2}t}}{2} – {\upsilon _1}} \right) = 0\]</p>, <p>Получаем два корня, первый из которых соответствует моменту встречи у светофора (\(t=0\)), а второй корень – уже второй встрече (извините за тавтологию) данных тел.</p>, <p>\[\left[ \begin{gathered}<br/> t = 0 \hfill \\<br/> t = \frac{{2{\upsilon _1}}}{{{a_2}}} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Подставим второй корень в любое из уравнений движения и получим ответ на вопрос задачи.</p>, <p>\[S = {\upsilon _1}\frac{{2{\upsilon _1}}}{{{a_2}}} = \frac{{2\upsilon _1^2}}{{{a_2}}}\]</p>, <p>Подставив данные задачи в выражение, сосчитаем ответ, но сперва переведем значение \(\upsilon_1\) из км/ч в м/с.</p>, <p>\[18\; км/ч = \frac{{18 \cdot 1000}}{{1 \cdot 3600}}\; м/с = \frac{{180}}{{36}}\; м/с = 5\; м/с \]</p>, <p>\[S = \frac{{2 \cdot {5^2}}}{{1,25}} = 40\; м \]</p>]"
56;[<p>Автомобиль двигался со скоростью 4 м/с, затем был выключен двигатель и началось торможение с ускорением 1 м/с<sup>2</sup>. Какой путь пройден автомобилем за 5 с с момента начала торможения?</p>, <p><em>Задача №1.3.28 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_0=4\) м/с, \(a=1\) м/с<sup>2</sup>, \(t=5\) с, \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-20.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-1678 size-medium"" height=""161"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-20-300x161.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-20-300x161.png 300w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-20-150x81.png 150w, http://easyfizika.ru/wp-content/uploads/2016/08/Shema-k-resheniyu-zadachi-20.png 757w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""161"" itemprop=""height""/></meta></span></a>Вам может показаться, что задача решается в одну строку, просто записав уравнение движения и вычислив ответ. Но не тут-то было! Зная начальную скорость \(\upsilon_0\) и ускорение \(a\), найдем время движения автомобиля до остановки, для чего запишем формулу скорости для равнозамедленного движения.</p>, <p>\[\upsilon  = {\upsilon _0} – at\]</p>, <p>Когда машина остановится, ее скорость \(\upsilon\) будет равна нулю. Решим получившееся линейное уравнение.</p>, <p>\[\upsilon  = 0 \Rightarrow {\upsilon _0} – at = 0 \Rightarrow t = \frac{{{\upsilon _0}}}{a}\]</p>, <p>Любопытства ради сосчитаем численное значение этого времени.</p>, <p>\[t = \frac{4}{1} = 4\; с \]</p>, <p>Получатся, что тело двигалось четыре секунды, а не пять, и если бы мы решали задачу в лоб (как написано в первом абзаце), то непременно бы ошиблись. Запишем уравнение движения нашего авто и подставим в него полученное выражение для времени.</p>, <p>\[S = {\upsilon _0}t – \frac{{a{t^2}}}{2}\]</p>, <p>\[S = {\upsilon _0}\frac{{{\upsilon _0}}}{a} – \frac{a}{2}{\left( {\frac{{{\upsilon _0}}}{a}} \right)^2} = \frac{{\upsilon _0^2}}{{2a}}\]</p>, <p>Интересно, но этот же ответ можно получить из такой известной формулы:</p>, <p>\[{\upsilon ^2} – \upsilon _0^2 =  – 2aS\]</p>, <p>Конечная скорость \(\upsilon\) отсутствует, поэтому справедливо:</p>, <p>\[\upsilon _0^2 = 2aS \Rightarrow S = \frac{{\upsilon _0^2}}{{2a}}\]</p>, <p>Если в условии задачи дано какое-то время, то обычно все напрочь забывают эту формулу. Но, как Вы сами видите, задача таким способом решается короче, быстрее, а, самое главное, верно!</p>, <p>Так какой же ответ в задаче? Давайте его сосчитаем.</p>, <p>\[S = \frac{{{4^2}}}{{2 \cdot 1}} = 8\; м \]</p>]"
