;question;answer
96;[<p>Какой толщины слой серебра образовался на изделии за 3 мин, если плотность тока в растворе азотнокислого серебра AgNO<sub>3</sub> 2,6 кА/м<sup>2</sup>?</p>, <p><em>Задача №7.3.16 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t=3\) мин, \(j=2,6\) кА/м<sup>2</sup>, \(h-?\)</p>, <p>Запишем объединенный закон Фарадея:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}It\;\;\;\;(1)\]</p>, <p>Здесь \(F\) – число Фарадея, равное 96600 Кл/моль; \(M\) – молярная масса серебра, равная 0,109 кг/моль; \(n\) – валентность серебра, равная 1.</p>, <p>Если изделие некоторой площадью \(S\) покрылось серебром толщиной \(h\), то массу отложившегося серебра очень легко определить по формуле:</p>, <p>\[m = \rho Sh\;\;\;\;(2)\]</p>, <p>Здесь \(\rho\) – плотность серебра, равная 10500 кг/м<sup>3</sup>.</p>, <p>Ток \(I\) можно выразить как произведение плотности тока \(j\) на площадь изделия \(S\), то есть:</p>, <p>\[I = jS\;\;\;\;(3)\]</p>, <p>Подставим выражения (2) и (3) в формулу (1):</p>, <p>\[\rho Sh = \frac{1}{F}\frac{M}{n}jSt\]</p>, <p>\[\rho h = \frac{1}{F}\frac{M}{n}jt\]</p>, <p>Откуда искомая толщина слоя серебра \(h\) равна:</p>, <p>\[h = \frac{{Mjt}}{{\rho Fn}}\]</p>, <p>Задача решена в общем виде, теперь посчитаем ответ:</p>, <p>\[h = \frac{{0,109 \cdot 2,6 \cdot {{10}^3} \cdot 180}}{{10500 \cdot 96600 \cdot 1}} = 5 \cdot {10^{ – 5}}\;м = 0,05\;мм\]</p>]"
97;[<p>Плотность тока при серебрении контактов проводов равна 40 А/м<sup>2</sup>. Определить толщину покрытия, если серебрение продолжалось 4 мин.</p>, <p><em>Задача №7.3.17 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(j=40\) А/м<sup>2</sup>, \(t=4\) мин, \(h-?\)</p>, <p>Запишем объединенный закон Фарадея:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}It\;\;\;\;(1)\]</p>, <p>Здесь \(F\) – число Фарадея, равное 96600 Кл/моль; \(M\) – молярная масса серебра, равная 0,109 кг/моль; \(n\) – валентность серебра, равная 1.</p>, <p>Если изделие некоторой площадью \(S\) покрылось серебром толщиной \(h\), то массу отложившегося серебра очень легко определить по формуле:</p>, <p>\[m = \rho Sh\;\;\;\;(2)\]</p>, <p>Здесь \(\rho\) – плотность серебра, равная 10500 кг/м<sup>3</sup>.</p>, <p>Ток \(I\) можно выразить как произведение плотности тока \(j\) на площадь изделия \(S\), то есть:</p>, <p>\[I = jS\;\;\;\;(3)\]</p>, <p>Подставим выражения (2) и (3) в формулу (1):</p>, <p>\[\rho Sh = \frac{1}{F}\frac{M}{n}jSt\]</p>, <p>\[\rho h = \frac{1}{F}\frac{M}{n}jt\]</p>, <p>Откуда искомая толщина слоя серебра \(h\) равна:</p>, <p>\[h = \frac{{Mjt}}{{\rho Fn}}\]</p>, <p>Задача решена в общем виде, теперь посчитаем ответ:</p>, <p>\[h = \frac{{0,109 \cdot 40 \cdot 240}}{{10500 \cdot 96600 \cdot 1}} = 1 \cdot {10^{ – 6}}\;м = 1\;мкм\]</p>]"
98;[<p>В ряде производств водород получают электролизом воды. При каком токе, пропускаемом через электролитическую ванну, можно получить 1 м<sup>3</sup> водорода в час? Расчет провести для нормальных условий.</p>, <p><em>Задача №7.3.18 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=1\) м<sup>3</sup>, \(t=1\) ч, \(I-?\)</p>, <p>Прочитав условие задачи, становится ясно, что нам не обойтись без объединенного закона Фарадея (поскольку задача про электролиз):</p>, <p>\[m = \frac{1}{F}\frac{M}{n}It\]</p>, <p>Здесь \(F\) – число Фарадея, равное 96600 Кл/моль; \(M\) – молярная масса водорода, равная 0,002 кг/моль; \(n\) – валентность водорода, равная 2 (в том плане, что для получения молекулы водорода H<sub>2</sub> из двух ионов H<sup>+</sup> требуется 2 электрона).</p>, <p>Из этой формулы выразим искомый ток \(I\):</p>, <p>\[I = \frac{{mFn}}{{Mt}}\;\;\;\;(1)\]</p>, <p>Чтобы найти массу водорода объемом \(V\) при нормальных условиях (то есть при давлении \(p\), равном 100 кПа, и температуре \(T\), равной 273 К), применим уравнение Клапейрона-Менделеева:</p>, <p>\[pV = \frac{m}{M}RT\]</p>, <p>В этом уравнении \(R\) – универсальная газовая постоянная, равная 8,31 Дж/(моль·К), \(M\) – как уже было сказано, молярная масса водорода.</p>, <p>Давайте из последней формулы выразим отношение \(\frac{m}{M}\):</p>, <p>\[\frac{m}{M} = \frac{{pV}}{{RT}}\]</p>, <p>Полученное выражение подставим в формулу (1):</p>, <p>\[I = \frac{{pVFn}}{{RTt}}\]</p>, <p>Задача решена, давайте посчитаем численный ответ к этой задаче:</p>, <p>\[I = \frac{{100 \cdot {{10}^3} \cdot 1 \cdot 96600 \cdot 2}}{{8,31 \cdot 273 \cdot 3600}} = 2366\;А = 2,37\;кА\]</p>]"
99;[<p>Никелирование пластинок производится при плотности тока 0,4 А/дм<sup>2</sup>. С какой скоростью растет толщина слоя никеля?</p>, <p><em>Задача №7.3.19 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(j=0,4\) А/дм<sup>2</sup>, \(\upsilon-?\)</p>, <p>Запишем объединенный закон Фарадея:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}It\;\;\;\;(1)\]</p>, <p>Здесь \(F\) – число Фарадея, равное 96600 Кл/моль; \(M\) – молярная масса никеля, равная 0,059 кг/моль; \(n\) – валентность никеля, равная 2.</p>, <p>Если изделие некоторой площадью \(S\) покрылось никелем толщиной \(h\), то массу отложившегося никеля очень легко определить по формуле:</p>, <p>\[m = \rho Sh\;\;\;\;(2)\]</p>, <p>Здесь \(\rho\) – плотность никеля, равная 8900 кг/м<sup>3</sup>.</p>, <p>Ток \(I\) можно выразить как произведение плотности тока \(j\) на площадь изделия \(S\), то есть:</p>, <p>\[I = jS\;\;\;\;(3)\]</p>, <p>Подставим выражения (2) и (3) в формулу (1):</p>, <p>\[\rho Sh = \frac{1}{F}\frac{M}{n}jSt\]</p>, <p>\[\rho h = \frac{1}{F}\frac{M}{n}jt\]</p>, <p>\[h = \frac{{Mjt}}{{\rho Fn}}\]</p>, <p>Поделим обе части полученного равенства на время \(t\), тогда:</p>, <p>\[\frac{h}{t} = \frac{{Mj}}{{\rho Fn}}\]</p>, <p>Отношение толщины слоя никеля \(h\) ко времени электролиза \(t\) и есть искомая скорость \(\upsilon\), с которой растет толщиной слоя никеля:</p>, <p>\[\upsilon = \frac{{Mj}}{{\rho Fn}}\]</p>, <p>Задача решена в общем виде, теперь посчитаем ответ:</p>, <p>\[\upsilon = \frac{{0,059 \cdot 0,4 \cdot {{10}^2}}}{{8900 \cdot 96600 \cdot 2}} = 1,37 \cdot {10^{ – 9}}\;м/с = 1,37\;нм/с\]</p>]"
100;[<p>Электролиз воды ведется при силе тока 2,6 А, причем в течение часа получено 0,5 л кислорода под давлением 133 кПа. Определить температуру кислорода.</p>, <p><em>Задача №7.3.20 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(I=2,6\) А, \(t=1\) ч, \(V=0,5\) л, \(p=133\) кПа, \(T-?\)</p>, <p>Температуру получаемого кислорода \(T\) можно определить из уравнения Клапейрона-Менделеева:</p>, <p>\[pV = \frac{m}{M}RT\]</p>, <p>\[T = \frac{{pVM}}{{mR}}\;\;\;\;(1)\]</p>, <p>В этом уравнении \(R\) – универсальная газовая постоянная, равная 8,31 Дж/(моль·К).</p>, <p>Также нам не обойтись без объединенного закона Фарадея, поскольку задача про электролиз:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}It\]</p>, <p>Здесь \(F\) – число Фарадея, равное 96600 Кл/моль; \(n\) – валентность кислорода, равная 4 (в том плане, что для получения молекулы кислорода O<sub>2</sub> из двух ионов O<sup>+2</sup> требуется 4 электрона).</p>, <p>Из этой формулы выразим отношение молярной массы кислорода \(M\) к массе кислорода \(m\):</p>, <p>\[\frac{M}{m} = \frac{{Fn}}{{It}}\;\;\;\;(2)\]</p>, <p>Подставим (2) в (1):</p>, <p>\[T = \frac{{pVFn}}{{RIt}}\]</p>, <p>Задача решена, теперь осталось произвести расчет численного ответа:</p>, <p>\[T = \frac{{133 \cdot {{10}^3} \cdot 0,5 \cdot {{10}^{ – 3}} \cdot 96600 \cdot 4}}{{8,31 \cdot 2,6 \cdot 3600}} = 330,4\;К = 57,4^\circ\;C \]</p>]"
101;[<p>Сколько электроэнергии надо затратить для получения 2,5 л водорода при температуре 25 °C и давлении 100 кПа, если электролиз ведется при напряжении 5 В и КПД установки 75%. Электрохимический эквивалент водорода 1,04·10<sup>-8</sup> кг/Кл?</p>, <p><em>Задача №7.3.21 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=2,5\) л, \(t=25^\circ\) C, \(p=100\) кПа, \(U=5\) В, \(\eta=75\%\), \(k=1,04 \cdot 10^{-8}\) кг/Кл, \(Q-?\)</p>, <p>Если бы КПД установки был бы равен 100%, то необходимую энергию на получение водорода можно было бы найти по формуле:</p>, <p>\[Q = UIt\]</p>, <p>Но так как КПД установки менее 100% и равен \(\eta\), то мы будем пользоваться формулой:</p>, <p>\[Q = \frac{{UIt}}{\eta }\;\;\;\;(1)\]</p>, <p>Запишем первый закон Фарадея для электролиза:</p>, <p>\[m = kIt\]</p>, <p>Выразим отсюда произведение тока \(I\) на время \(t\):</p>, <p>\[It = \frac{m}{k}\;\;\;\;(2)\]</p>, <p>А вот массу полученного водорода найдем, применив уравнение Клапейрона-Менделеева:</p>, <p>\[pV = \frac{m}{M}RT\]</p>, <p>\[m = \frac{{pVM}}{{RT}}\;\;\;\;(3)\]</p>, <p>В этом уравнении \(R\) – универсальная газовая постоянная, равная 8,31 Дж/(моль·К), \(M\) – молярная масса водорода, равная 0,002 кг/моль.</p>, <p>Сначала подставим (3) в (2):</p>, <p>\[It = \frac{{pVM}}{{kRT}}\]</p>, <p>Полученное выражение подставим в (1):</p>, <p>\[Q = \frac{{UpVM}}{{\eta kRT}}\]</p>, <p>Задача решена! Считаем ответ (не забывайте переводить подставляемые величины в систему СИ!):</p>, <p>\[Q = \frac{{5 \cdot 100 \cdot {{10}^3} \cdot 2,5 \cdot {{10}^{ – 3}} \cdot 0,002}}{{0,75 \cdot 1,04 \cdot {{10}^{ – 8}} \cdot 8,31 \cdot 298}} = 129,4 \cdot {10^3}\;Дж = 129,4\;кДж\]</p>]"
102;[<p>Электрический пробой воздуха наступает при напряженности поля 3 МВ/м. Определить потенциал ионизации воздуха, если длина свободного пробега электронов 5 мкм.</p>, <p><em>Задача №7.3.22 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(E=3\) МВ/м, \(d=5\) мкм, \(U-?\)</p>, <p>Потенциал ионизации \(U\) – это минимальная разность потенциалов, которую должен пройти электрон в ускоряющем электрическом поле, чтобы приобрести кинетическую энергию, достаточную для ионизации атома.</p>, <p>Зная величину напряженности поля \(E\) и длину свободного пробега электронов \(d\), указанный потенциал ионизации \(U\) легко определить по такой формуле:</p>, <p>\[U = Ed\]</p>, <p>Численный ответ равен:</p>, <p>\[U = 3 \cdot {10^6} \cdot 5 \cdot {10^{ – 6}} = 15\;В\]</p>]"
103;[<p>Сила тока, характеризующая поток электронов в электронно-лучевой трубке, 400 мкА, ускоряющее напряжение 10 кВ. Найдите силу давления электронного пучка на экран трубки, полагая, что все электроны поглощаются экраном.</p>, <p><em>Задача №7.3.23 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(I=400\) мкА, \(U=10\) кВ, \(F-?\)</p>, <p>Чтобы определить силу давления \(F\) электронного пучка на экран трубки, запишем второй закон Ньютона в общем виде (то есть в том виде, в котором его вывел Ньютон):</p>, <p>\[F = \frac{{\Delta p}}{{\Delta t}}\;\;\;\;(1)\]</p>, <p>Поскольку электроны поглощаются экраном, значит их конечная скорость будет равна нулю, поэтому изменение импульса электронного пучка (то есть всех электронов, а не только одного!) \(\Delta p\) можно найти по следующей формуле:</p>, <p>\[\Delta p = m\upsilon \]</p>, <p>Если в пучке содержится \(N\) электронов, то суммарную массу всех электронов \(m\), очевидно, можно представить в виде:</p>, <p>\[m = N{m_e}\]</p>, <p>Здесь \(m_e\) – масса одного электрона, равная 9,1·10<sup>-31</sup> кг.</p>, <p>Принимая во внимание все написанное выше, формула (1) примет вид (символ изменения \(\Delta\) у времени мы опустим):</p>, <p>\[F = \frac{{N{m_e}\upsilon }}{t}\;\;\;\;(2)\]</p>, <p>Для того, чтобы определить скорость электронов \(\upsilon\) в момент, когда они доберутся до экрана, необходимо воспользоваться законом сохранения энергии. Электроны, пройдя ускоряющую разность потенциалов \(U\), увеличат свою кинетическую энергию, то есть электрическое поле совершило работу по увеличению скорости электронов, поэтому верно записать:</p>, <p>\[eU = \frac{{{m_e}{\upsilon ^2}}}{2}\]</p>, <p>Откуда выразим скорость \(\upsilon\):</p>, <p>\[\upsilon = \sqrt {\frac{{2eU}}{{{m_e}}}} \;\;\;\;(3)\]</p>, <p>Также мы знаем силу тока \(I\), характеризующую поток электронов. Известно, что сила тока равна отношению протекшего заряда \(Q\) ко времени \(t\):</p>, <p>\[I = \frac{Q}{t}\]</p>, <p>Аналогично, если в пучке содержится \(N\) электронов, то суммарный заряд всех электронов \(Q\), очевидно, можно определить таким образом:</p>, <p>\[Q = Ne\]</p>, <p>Здесь \(e\) – модуль заряда одного электрона, равный 1,6·10<sup>-19</sup> Кл.</p>, <p>Тогда:</p>, <p>\[I = \frac{{Ne}}{t}\]</p>, <p>Из полученной формулы выразим следующее отношение:</p>, <p>\[\frac{N}{t} = \frac{I}{e}\;\;\;\;(4)\]</p>, <p>Осталось только подставить выражения (3) и (4) в формулу (2):</p>, <p>\[F = \frac{{{m_e}I}}{e}\sqrt {\frac{{2eU}}{{{m_e}}}} \]</p>, <p>Окончательное решение этой задачи в общем виде выглядит так:</p>, <p>\[F = I\sqrt {\frac{{2U{m_e}}}{e}} \]</p>, <p>Посчитаем численный ответ:</p>, <p>\[F = 400 \cdot {10^{ – 6}} \cdot \sqrt {\frac{{2 \cdot 10 \cdot {{10}^3} \cdot 9,1 \cdot {{10}^{ – 31}}}}{{1,6 \cdot {{10}^{ – 19}}}}} = 1,35 \cdot {10^{ – 7}}\;Н = 135\;нН\]</p>]"
104;[<p>Через раствор медного купороса пропускают ток, изменяющийся по линейному во времени закону \(I=10-0,02t\) (А). Сколько меди выделится на катоде через 200 с после пропускания такого тока?</p>, <p><em>Задача №7.3.24 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(I=10-0,02t\) А, \(t=200\) с, \(m-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-1.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-11173 size-medium"" height=""213"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-1-300x213.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-1-300x213.png 300w, http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-1-150x107.png 150w, http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-1.png 1004w"" width=""300""/><meta content=""300"" itemprop=""width""/><meta content=""213"" itemprop=""height""/></span></a>Для нахождения массы меди, выделившейся на катоде, необходимо использовать объединенный закон Фарадея:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}It\;\;\;\;(1)\]</p>, <p>Здесь \(F\) – число Фарадея, равное 96600 Кл/моль; \(M\) – молярная масса меди, равная 0,064 кг/моль; \(n\) – валентность меди, равная 2.</p>, <p>Произведение тока \(I\) на время \(t\) равно заряду \(q\), протекшему через электролит, поэтому можем представить формулу (1) в виде:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}q\]</p>, <p>Заряд \(q\) можно найти, если построить график данной в условии линейной функции. Очевидно, что начальный ток \(I_0\) (то есть ток в момент времени \(t=0\) с) равен 10 А, а конечный \(I_1\) (то есть ток в момент времени \(t=200\) с):</p>, <p>\[I_1 = 10 – 0,02 \cdot 200 = 6\;А\]</p>, <p>Если теперь построить график этой линейной функции (а мы это можем сделать, поскольку знаем координат двух точек), то заряд \(q\) равен площади фигуры под графиком функции (смотрите рисунок). Эта фигура является трапецией, поэтому:</p>, <p>\[q = \frac{1}{2}({I_0} + {I_1})t\]</p>, <p>Посчитаем численное значение \(q\):</p>, <p>\[q = \frac{1}{2} \cdot (10 + 6) \cdot 200 = 1600\;Кл\]</p>, <p>В итоге масса \(m\) равна:</p>, <p>\[m = \frac{1}{{96600}} \cdot \frac{{0,064}}{2} \cdot 1600 = 5,3 \cdot {10^{ – 4}}\;кг = 0,53\;г\]</p>]"
105;[<p>Определить массу меди, выделившейся из раствора медного купороса за 100 с, если сила тока, протекающего через электролит, менялась по закону \(I=5-0,02t\) (А).</p>, <p><em>Задача №7.3.25 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t=100\) с, \(I=5-0,02t\) А, \(m-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-2.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-11181 size-medium"" height=""219"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-2-300x219.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-2-300x219.png 300w, http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-2-150x110.png 150w, http://easyfizika.ru/wp-content/uploads/2018/09/Shema-k-resheniyu-zadachi-2.png 975w"" width=""300""/><meta content=""300"" itemprop=""width""/><meta content=""219"" itemprop=""height""/></span></a>Для нахождения массы меди, выделившейся на катоде, необходимо использовать объединенный закон Фарадея:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}It\;\;\;\;(1)\]</p>, <p>Здесь \(F\) – число Фарадея, равное 96600 Кл/моль; \(M\) – молярная масса меди, равная 0,064 кг/моль; \(n\) – валентность меди, равная 2.</p>, <p>Произведение тока \(I\) на время \(t\) равно заряду \(q\), протекшему через электролит, поэтому можем представить формулу (1) в виде:</p>, <p>\[m = \frac{1}{F}\frac{M}{n}q\]</p>, <p>Заряд \(q\) можно найти, если построить график данной в условии линейной функции. Очевидно, что начальный ток \(I_0\) (то есть ток в момент времени \(t=0\) с) равен 5 А, а конечный \(I_1\) (то есть ток в момент времени \(t=100\) с):</p>, <p>\[I_1 = 5 – 0,02 \cdot 100 = 3\;А\]</p>, <p>Если теперь построить график этой линейной функции (а мы это можем сделать, поскольку знаем координат двух точек), то заряд \(q\) равен площади фигуры под графиком функции (смотрите рисунок). Эта фигура является трапецией, поэтому:</p>, <p>\[q = \frac{1}{2}({I_0} + {I_1})t\]</p>, <p>Посчитаем численное значение \(q\):</p>, <p>\[q = \frac{1}{2} \cdot (5 + 3) \cdot 100 = 400\;Кл\]</p>, <p>В итоге масса \(m\) равна:</p>, <p>\[m = \frac{1}{{96600}} \cdot \frac{{0,064}}{2} \cdot 400 = 1,33 \cdot {10^{ – 4}}\;кг = 0,133\;г\]</p>]"
106;[<p>Электрохимический эквивалент меди 3,3·10<sup>-7</sup> кг/Кл. Сколько меди выделится на электроде при непрерывной работе электролитической ванны в течение 1 ч 40 мин с постоянным током 100 А?</p>, <p><em>Задача №7.3.26 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(k= 3,3 \cdot 10^{-7}\) кг/Кл, \(t=1 \;ч \; 40 \; мин\), \(I=400\) А, \(m-?\)</p>, <p>Чтобы найти массу выделившейся меди, воспользуемся первым законом Фарадея для электролиза:</p>, <p>\[m = kIt\]</p>, <p>Эта задача решается в одну формулу, поэтому нам осталось только правильно перевести все данные в условии величины в систему СИ, подставить в формулу и посчитать ответ:</p>, <p>\[m = 3,3 \cdot {10^{ – 7}} \cdot 100 \cdot 6000 = 0,198\;кг = 198\;г\]</p>]"
107;[<p>К источнику с ЭДС 200 В и внутренним сопротивлением 2 Ом подсоединены последовательно две электролитические ванны с раствором сульфата никеля, каждая из которых обладает сопротивлением 4 Ом. Электрохимический эквивалент никеля равен 3·10<sup>-7</sup> кг/Кл. ЭДС поляризации можно пренебречь. Через какое время на катоде каждой ванны отложится слой никеля массы 7,2 г?</p>, <p><em>Задача №7.3.27 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\rm E=200\) В, \(r=2\) Ом, \(R=4\) Ом, \(k=3 \cdot 10^{-7}\) кг/Кл, \(m=7,2\) г, \(t-?\)</p>, <p>Так как ванны соединены последовательно, значит через них течет одинаковый ток, поэтому на каждой ванне за одно и то же время откладывается одинаковая масса никеля. Запишем первый закон Фарадея для электролиза:</p>, <p>\[m = kIt\]</p>, <p>Откуда выразим искомое время электролиза \(t\):</p>, <p>\[t = \frac{m}{{kI}}\;\;\;\;(1)\]</p>, <p>Чтобы найти силу тока, запишем закон Ома для полной цепи:</p>, <p>\[I = \frac{{\rm E}}{{2R + r}}\;\;\;\;(2)\]</p>, <p>Подставим (2) в (1), так мы получим решение задачи в общем виде:</p>, <p>\[t = \frac{{m\left( {2R + r} \right)}}{{k{\rm E}}}\]</p>, <p>Посчитаем ответ:</p>, <p>\[t = \frac{{7,2 \cdot {{10}^{ – 3}} \cdot \left( {2 \cdot 4 + 2} \right)}}{{3 \cdot {{10}^{ – 7}} \cdot 200}} = 1200\;с = 20\;мин\]</p>]"
108;[<p>По проводнику сопротивлением 20 Ом за 5 мин прошло количество электричества 300 Кл. Определить работу тока за это время.</p>, <p><em>Задача №7.4.1 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R=20\) Ом, \(t=5\) мин, \(q=300\) Кл, \(A-?\)</p>, <p>Работу тока можно определить по такой формуле:</p>, <p>\[A = {I^2}Rt\;\;\;\;(1)\]</p>, <p>Зная количество электричества \(q\), которое прошло через проводник за время \(t\), можно найти силу тока \(I\) по такой формуле:</p>, <p>\[I = \frac{q}{t}\;\;\;\;(2)\]</p>, <p>Подставим (2) в (1), тогда получим:</p>, <p>\[A = {\left( {\frac{q}{t}} \right)^2}Rt\]</p>, <p>\[A = \frac{{{q^2}R}}{t}\]</p>, <p>Численный ответ равен:</p>, <p>\[A = \frac{{{{300}^2} \cdot 20}}{{300}} = 6000\;Дж = 6\;кДж\]</p>]"
109;[<p>Электрический паяльник рассчитан на напряжение 120 В при токе 0,6 А. Какое количество теплоты выделится в паяльнике за 10 мин работы?</p>, <p><em>Задача №7.4.2 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(U=120\) В, \(I=0,6\) А, \(t=10\) мин, \(Q-?\)</p>, <p>Чтобы найти ответ на вопрос задачи, нужно воспользоваться законом Джоуля-Ленца, согласно которому количество теплоты следует определять по формуле:</p>, <p>\[Q = UIt\]</p>, <p>Эта формула и является решением этой задачи в общем виде. Подставим численные значения величин в эту формулу, предварительно переведя их в систему СИ, и посчитаем ответ:</p>, <p>\[Q = 120 \cdot 0,6 \cdot 600 = 43200\;Дж = 43,2\;кДж\]</p>]"
110;[<p>Батарея, включенная на сопротивление 2 Ом, дает ток 1,6 А. Найти мощность, которая теряется на сопротивлении.</p>, <p><em>Задача №7.4.3 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(R=2\) Ом, \(I=1,6\) А, \(P-?\)</p>, <p>Искомую мощность можно определить по такой известной формуле (следует отметить, что это формула работает лишь для тех элементов электрической цепи, для которых выполняется закон Ома):</p>, <p>\[P = {I^2}R\]</p>, <p>Численный ответ равен:</p>, <p>\[P = {1,6^2} \cdot 2 = 5,12\;Дж = 5120\;мВт\]</p>]"
111;[<p>Дуговая сварка ведется при напряжении 40 В и силе тока 500 А. Определить энергию, израсходованную за 30 мин работы.</p>, <p><em>Задача №7.4.4 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(U=40\) В, \(I=500\) А, \(t=30\) мин, \(Q-?\)</p>, <p>Чтобы найти израсходованную энергию, воспользуемся законом Джоуля-Ленца, согласно которому количество теплоты \(Q\) равно произведению напряжения \(U\), тока \(I\) и времени работы \(t\):</p>, <p>\[Q = UIt\]</p>, <p>Эта и есть решение этой задачи в общем виде. Подставим численные значения величин в эту формулу, предварительно переведя их в систему СИ, и посчитаем ответ:</p>, <p>\[Q = 40 \cdot 500 \cdot 1800 = 36 \cdot {10^6}\;Дж = 36\;МДж\]</p>]"
112;[<p>К источнику тока с внутренним сопротивлением 0,6 Ом подключено внешнее сопротивление 4 Ом. Определите КПД источника тока.</p>, <p><em>Задача №7.4.5 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(r=0,6\) Ом, \(R=4\) Ом, \(\eta-?\)</p>, <p>Коэффициент полезного действия электрической цепи \(\eta\) можно определить по такой формуле (КПД при расчете по такой формуле Вы получите в долях единицы):</p>, <p>\[\eta = \frac{R}{{R + r}}\]</p>, <p>В этой формуле \(R\) – внешнее сопротивление цепи, \(r\) – внутреннее сопротивление источника тока.</p>, <p>Приведенной формулы достаточно, чтобы найти численный ответ задачи:</p>, <p>\[\eta = \frac{4}{{4 + 0,6}} = 0,87 = 87\% \]</p>]
113;[<p>Чему равен КПД источника тока с ЭДС 12 В и внутренним сопротивлением 0,5 Ом, если в цепи течет ток силой 4,8 А?</p>, <p><em>Задача №7.4.6 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\rm E=12\) В, \(r=0,5\) Ом, \(I=4,8\) А, \(\eta-?\)</p>, <p>Коэффициент полезного действия электрической цепи \(\eta\) можно определить по такой формуле (КПД при расчете по такой формуле Вы получите в долях единицы):</p>, <p>\[\eta = \frac{U}{{\rm E}}\;\;\;\;(1)\]</p>, <p>Здесь \(\rm E\) – ЭДС источника тока, \(U\) – напряжение на внешней цепи, которое можно найти из закона Ома для полной цепи:</p>, <p>\[I = \frac{{\rm E}}{{R + r}}\]</p>, <p>Тогда:</p>, <p>\[IR + Ir = {\rm E}\]</p>, <p>Первое слагаемое в левой части равенства и есть напряжение на внешней цепи \(U\), поэтому:</p>, <p>\[U + Ir = {\rm E}\]</p>, <p>\[U = {\rm E} – Ir\;\;\;\;(2)\]</p>, <p>Подставим (2) в (1):</p>, <p>\[\eta = \frac{{{\rm E} – Ir}}{{\rm E}}\]</p>, <p>Задача решена в общем виде, теперь посчитаем численный ответ:</p>, <p>\[\eta = \frac{{12 – 4,8 \cdot 0,5}}{{12}} = 0,8 = 80\% \]</p>]"
